nprocs,POSIX_OPENS,LUSTRE_STRIPE_SIZE,LUSTRE_STRIPE_WIDTH,POSIX_FILENOS,POSIX_MEM_ALIGNMENT,POSIX_FILE_ALIGNMENT,POSIX_READS,POSIX_WRITES,POSIX_SEEKS,POSIX_STATS,POSIX_BYTES_READ,POSIX_BYTES_WRITTEN,POSIX_CONSEC_READS,POSIX_CONSEC_WRITES,POSIX_SEQ_READS,POSIX_SEQ_WRITES,POSIX_RW_SWITCHES,POSIX_MEM_NOT_ALIGNED,POSIX_FILE_NOT_ALIGNED,POSIX_SIZE_READ_0_100,POSIX_SIZE_READ_100_1K,POSIX_SIZE_READ_1K_10K,POSIX_SIZE_READ_100K_1M,POSIX_SIZE_WRITE_0_100,POSIX_SIZE_WRITE_100_1K,POSIX_SIZE_WRITE_1K_10K,POSIX_SIZE_WRITE_10K_100K,POSIX_SIZE_WRITE_100K_1M,POSIX_STRIDE1_STRIDE,POSIX_STRIDE2_STRIDE,POSIX_STRIDE3_STRIDE,POSIX_STRIDE4_STRIDE,POSIX_STRIDE1_COUNT,POSIX_STRIDE2_COUNT,POSIX_STRIDE3_COUNT,POSIX_STRIDE4_COUNT,POSIX_ACCESS1_ACCESS,POSIX_ACCESS2_ACCESS,POSIX_ACCESS3_ACCESS,POSIX_ACCESS4_ACCESS,POSIX_ACCESS1_COUNT,POSIX_ACCESS2_COUNT,POSIX_ACCESS3_COUNT,POSIX_ACCESS4_COUNT,tag,test_id
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,167505.3305,test00003
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,161148.7179,test00002
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,425449.4563,test01985
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,1938205.002,test00048
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,490931.677,test00047
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2291014.493,test00046
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2138528.139,test00045
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2025627.883,test00044
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,382649.1092,test00043
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2006128.703,test00042
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,1714535.137,test00041
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2066280.905,test00040
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,919497.4407,test00039
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,303323.3556,test00038
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2116764.863,test00037
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2049792.531,test00036
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,1038087.733,test00035
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2145275.806,test00034
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,1975855.131,test00033
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,296741.2524,test00064
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2157205.24,test00063
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2151333.696,test00062
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,537787.5137,test00061
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,552383.631,test00060
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,513396.9416,test00059
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2216489.063,test00058
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2021483.376,test00057
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2103246.408,test00056
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2087691.495,test00055
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2111111.111,test00054
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,301150.6515,test00053
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2226757.37,test00052
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,1915163.335,test00051
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,514809.9607,test00050
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,326935.8041,test00049
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2201793.722,test00080
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,1988928.032,test00079
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,1947757.516,test00078
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,1824561.404,test00077
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,969340.2011,test00076
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2138528.139,test00075
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2001012.658,test00074
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,1940108.002,test00073
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2315172.818,test00072
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2092701.119,test00071
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2185865.331,test00070
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2124391.563,test00069
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2201671.309,test00068
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,1777777.778,test00067
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2199220.924,test00066
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2289687.138,test00065
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2190687.361,test00096
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2436498.15,test00095
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2147826.087,test00094
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,262260.2694,test00093
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2119034.853,test00092
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,293283.859,test00091
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2124391.563,test00090
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2266589.729,test00089
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2127843.987,test00088
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2249288.56,test00087
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2077812.829,test00086
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2399514.268,test00085
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,366740.9057,test00084
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,1961290.323,test00083
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2206741.573,test00082
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2178591.237,test00081
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,1829629.63,test00112
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2159562.842,test00111
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2225225.225,test00110
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,495646.6877,test00109
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2212957.746,test00108
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2019537.275,test00107
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2200445.434,test00106
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,299484.6923,test00105
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2097664.544,test00104
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,1973040.439,test00103
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2132757.69,test00102
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,1956435.644,test00101
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,1986848.761,test00100
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2072823.219,test00099
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2100534.759,test00098
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2237825.595,test00097
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2114499.732,test00128
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,1686560.756,test00127
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2215454.033,test00126
0,42,0,0,38,1208,152051708,1,27,1,220,18,3910,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,331,110,102,1272,6,2,2,1,2243289.549,test00125
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2334317.779,test00124
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2142005.42,test00123
0,42,0,0,38,1208,152051708,1,27,1,220,18,3934,0,24,0,24,0,0,0,1,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,332,111,103,1272,6,2,2,1,2044490.429,test00122
